question,true_chapter,true_verse,predicted_chapter,predicted_verse,is_correct,confidence_score
How difficult to know and understand God?,10,2,10,2,True,0.8836353658
How can we git rid of all sin?,10,3,10,3,True,0.9065988657999999
What are the qualities of a spiritual person or a devotee?,10,4,10,4,True,0.9356637478
What qualities arise from God?,10,5,10,5,True,0.908792305
What was Manu?,10,6,10,6,True,0.6835993189063485
How can we become established in unshakeable Yoga?,10,7,10,7,True,0.9323575852
What is the origin of this universe?,10,8,10,8,True,0.8865817906
How do the Yogis live?,10,9,10,9,True,0.850313926
Does God help those who worship him (or her)?,10,10,10,10,True,0.9014302492
Does God dispel the ignorance of those who are devoted to him (or her)?,10,11,10,11,True,0.9327237604
What did Arjuna say in praise of Krishna?,10,12,10,12,True,0.9058305028
What did Arjuna say about Narada?,10,13,10,13,True,0.8984546421999999
Does Arjuna believe all that Krishna told him in the Gita?,10,14,10,14,True,0.9324471712
Did Arjuna believe in Krishna?,10,15,10,15,True,0.8254472154471252
What more did Arjuna want to hear from Krishna?,10,16,10,16,True,0.9142222
What did Arjuna ask about meditation?,10,17,10,17,True,0.9294202
Did Arjuna ever ask Krishna to repeat what he had already said?,10,18,10,18,True,0.944050765
Did Krishna ever repeat what he had already said in the Gita?,10,19,10,19,True,0.9572192314
Is God same as the Self that dwells in all beings?,10,20,10,20,True,0.9164722
Which luminous body did Krishna compare God with?,10,21,10,21,True,0.9375993730000001
Which Veda did Krishna compare God with?,10,22,10,22,True,0.926384413
Which mountain did Krishna compare God with?,10,23,10,23,True,0.9170115592
Which water reservoir did Krishna compare God with?,10,24,10,24,True,0.915453124
Which sage did Krishna compare God with?,10,25,10,25,True,0.8564857971198847
Which tree did Krishna compare God with?,10,26,10,26,True,0.907584667
Which horse and elephant did Krishna compare God with?,10,27,10,27,True,0.9366222975999999
Which weapon did Krishna compare God with?,10,28,10,28,True,0.9012966394
Which aquatic being did Krishna compare God with?,10,29,10,29,True,0.9214919926
Which bird did Krishna compare God with?,10,30,10,30,True,0.8812432
Which warrior did Krishna compare God with?,10,31,10,31,True,0.9014312866
Which science did Krishna compare God with?,10,32,10,32,True,0.910611379
What letter did Krishna compare God with?,10,33,10,33,True,0.9008856892
Which feminine quality did Krishna compare God with?,10,34,10,34,True,0.9127586482
Which hymn did Krishna compare God with?,10,35,10,35,True,0.8708253148
Which fraudulent activity did Krishna compare God with?,10,36,10,36,True,0.8995281340000001
Which Pandava did Krishna compare God with?,10,37,10,37,True,0.8796678424
Which secret did Krishna compare God with?,10,38,10,38,True,0.9050761936
Can anything exist without God?,10,39,10,39,True,0.8502932908
What are the limitations of God and his manifestations?,10,40,10,40,True,0.8858611348000001
What is the source of power and energy in human beings?,10,41,10,41,True,0.8957346676
Is it useful to have a detailed knowledge of how the universe functions?,10,42,10,42,True,0.8719464778
Did Arjuna's delusion get dispelled?,11,1,11,1,True,0.9464828848
Did Arjuna hear the Gita in detail?,11,2,11,2,True,0.898775542
When did Arjuna want to see Krishna's divine form?,11,3,11,3,True,0.9540448906
Where in Gita did Arjuna ask Krishna to reveal his divine form?,11,4,11,4,True,0.969144511
Where in the Gita did Krishna start revealing his divine form to Arjuna?,11,5,11,5,True,0.963398218
What did Arjuna first see in Krishna's divine form?,11,6,11,6,True,0.9167749521999999
Did Krishna show Arjuna the whole universe in his divine form?,11,7,11,7,True,0.9617756248
Is it possible to see God with our own eyes?,11,8,11,8,True,0.931160176
What did Sanjay say on seeing Krishna's divine form?,11,9,11,10,False,0.817675551468119
How did Sanjay describe Krishna's divine form?,11,10,11,10,True,0.9255900502000001
What was Krishna wearing when he showed his divine form?,11,11,11,11,True,0.9206536
How was the splendour of Krishna's divine form?,11,12,11,12,True,0.8907725098
How vast was Krishna's divine form?,11,13,11,13,True,0.8945791366
What was Arjuna's physical reaction on seeing Krishna's divine form?,11,14,11,14,True,0.9412882
Did Arjuna see other Gods in Krishna's divine form?,11,15,11,15,True,0.961656463
Did Krishna's divine form have a beginning and an end? What is the proof of God's existence? What is the proof of God? How do we know that God exists?,11,16,11,16,True,0.9640290382
How can we describe Krishna's divine form?,11,17,11,17,True,0.7968820068122038
After seeing Krishna's divine form,11,18,11,16,False,0.7039599189195447
was Arjuna convinced that he indeed is the supreme God?,11,18,11,18,True,0.9300332188
How many arms and eyes did Krishna's divine form have?,11,19,11,19,True,0.9099233746
Did Krishna's divine form invoke love or fear?,11,20,11,20,True,0.9233544826
Are the devas afraid of the supreme God?,11,21,11,21,True,0.9041356324
How do the Devas look upon God?,11,22,11,22,True,0.8877129316
Was Arjuna terrified after seeing Krishna's divine form?,11,23,11,24,False,0.8861381337362804
Why was Arjuna scared after seeing Krishna's divine form?,11,24,11,24,True,0.9436618
Did Arjuna feel comfortable on seeing Krishna's divine form?,11,25,11,25,True,0.956755
Did Arjuna see the Kauravas inside Krishna?,11,26,11,26,True,0.9250984192
Did Arjuna see warriors being crushed by Krishna?,11,27,11,27,True,0.916631329
What did Arjuna compare Krishna's mouth with?,11,28,11,28,True,0.921758032
What did Arjuna compare the creatures entering Krishna's mouth with?,11,29,11,29,True,0.9290883658
How did Arjuna describe various living beings entering Krishna's divine form?,11,30,11,30,True,0.9480673912
What did Arjuna ask Krishna to do after seeing his terrifying divine form?,11,31,11,31,True,0.9432094456
Were the warriors in the Mahabharata war destined to die?,11,32,11,32,True,0.9529957534
Was Arjuna merely an intrument in the war to carry out mass termination of human beings?,11,33,11,33,True,0.9206050396
How did Krishna convince Arjuna that he is going to win in the war?,11,34,11,34,True,0.9434791684
Was Arjuna choked with emotion on seeing Krishna's divine form?,11,35,11,35,True,0.9306873202
Who is afraid of God?,11,36,11,36,True,0.867747748
Why do the sages bow down to God?,11,37,11,37,True,0.9115720749999999
who is the knower as well as the object of knowledge?,11,38,11,38,True,0.8180885073999999
What does Arjuna compare Krishna with?,11,39,11,39,True,0.8867720128000001
Did Arjuna finally realise that Krishna was God himself?,11,40,11,40,True,0.8998884082
When did Arjuna develop devotion towards Krishna?,11,41,11,41,True,0.890969455
Did Arjuna ever treat Krishna with disrespect?,11,42,11,42,True,0.9455905318
Did Arjuna realise that Krishna was the highest being?,11,43,11,43,True,0.8840252518
When did Arjuna ask for Krishna's mercy?,11,44,11,44,True,0.9147012472
Was Arjuna delighted after seeing Krishna's divine form?,11,45,11,45,True,0.937036
When did Arjuna ask Krishna to show his gracious form?,11,46,11,46,True,0.9079294
Had anyone seen Krishna's divine form before Arjuna?,11,47,11,47,True,0.9559761526
Can we get to see Krishna's divine form through austerities? Can we get to see God through austerities?,11,48,11,48,True,0.9632455828
Did Krishna get back to his usual form in the war?,11,49,11,50,False,0.8695583431468428
When Krishna get back to his usual form in the war?,11,50,11,50,True,0.8801351875468428
When did Arjuna gain his composure after seeing the divine form?,11,51,11,51,True,0.9397895218
Is it easy to get to see God's divine  form? Is it easy to get to see God?,11,52,11,52,True,0.9643248322
Can we get to see Krishna's divine form through rituals?,11,53,11,53,True,0.9568189384
Is devotion necessary to know God?,11,54,11,54,True,0.887827
What happens to those who have no enemies?,11,55,11,55,True,0.8488357066000001
When did Arjuna start asking about devotion?,12,1,12,1,True,0.9238442182000001
Who is considered to be the highest among Yogis?,12,2,12,2,True,0.8652425644
What happens to those who meditate on formless God?,12,3,12,3,True,0.9287825584
What happens after we have controlled our senses?,12,4,12,4,True,0.9007495762
Is God with form or formless?,12,5,12,5,True,0.8607035518
What is the use of having faith in God?,12,6,12,6,True,0.8252123476
Is it useful to pray to God?,12,7,12,7,True,0.8853863122
What should we fix our mind on during meditation? Where does Krishna talk about surrender? Where does Gita talk about surrender?,12,8,12,8,True,0.9435904
What do I do if I am unable to focus my mind?,12,9,12,9,True,0.9030653236
What do I do if I am unable to practice Yoga?,12,10,12,10,True,0.8572902082
What do I do if I am unable to do selfless service?,12,11,12,11,True,0.923448646
Is there anything better than meditation for spiritual growth?,12,12,12,12,True,0.905011
Why should we develop compassion?,12,13,12,13,True,0.8763699052
Are people with a firm conviction dear to God? Who is dear to God?,12,14,12,14,True,0.9493680118
Are people free from fear and aversion dear to God?,12,15,12,15,True,0.9103298542
Are people free from desires and agony dear to God? Who is a true devotee?,12,16,12,16,True,0.938722825
Are people free from hatred and full of devotion dear to God?,12,17,12,17,True,0.9380910394
Are people free from all attachment dear to God?,12,18,12,18,True,0.915151465
Are people with a firm mind dear to God?,12,19,12,19,True,0.8380146990088435
Are people with faith dear to God?,12,20,12,20,True,0.8868350626
What is the concept of kshetra (field) and kshetrajna (knower of the field)?,13,1,13,1,True,0.9247541308
Who is the kshetrajna (knower of all fields)?,13,2,13,2,True,0.920864248
What are the properties of the kshetra (field)?,13,3,13,3,True,0.9419848204
Which is the most conclusive reference for learning Vedanta?,13,4,13,4,True,0.8864180326
What are the various elements of Prakriti (physical nature)?,13,5,13,5,True,0.932389915
What all constitutes the kshetra (field)?,13,6,13,6,True,0.8927676082
Are humility and sincerity useful for spiritual growth?,13,7,13,7,True,0.9530921338
Is ego a hindrance in spiritual growth?,13,8,13,8,True,0.9594702124
Is attachment to family members a hindrance to spiritual growth?,13,9,13,9,True,0.9681387184
Does solitude help in spiritual growth?,13,10,13,10,True,0.955613446
What is true knowledge?,13,11,13,11,True,0.8939041852
How can I obtain freedom from death?,13,12,13,12,True,0.8554556488
How can we describe Brahman?,13,13,13,13,True,0.8688616
What is the relation between Gunas and Brahman?,13,14,13,14,True,0.9094398976
Is it possible to comprehend Brahman?,13,15,13,15,True,0.9351484774
Is there one undivided Brahman or multiple Brahmans?,13,16,13,16,True,0.9076234696000001
How can I attain the state of Brahman?,13,17,13,17,True,0.8419286723797257
How does it help to have the knowledge of kshetra and kshetrajna? Who is fit to attain salvation?,13,18,13,18,True,0.9690508840000001
When did Prakriti and Purusha originate?,13,19,13,19,True,0.8746317628
What is the role of the Self or Purusha in human experience?,13,20,13,20,True,0.9308088064
Who experiences the nature around perceived through the sense organs?,13,21,13,21,True,0.8804273368
What is the role of the Self or seer in the human body?,13,22,13,22,True,0.8652540448
What is the benefit of gaining knowledge of Purusha and Prakriti?,13,23,13,23,True,0.9181102636
What are the various ways of realising or perceiving the self within the body?,13,24,13,24,True,0.9420334576
What happens if we have only a partial or slightly incorrect knowledge of the self?,13,25,13,25,True,0.8576392534
Is it possible for a human or another living being to exist without the presence of the kshetrajna or self in the body?,13,26,13,26,True,0.9435648562
Is it possible to see and experience things as they truly are?,13,27,13,27,True,0.8722834708
How can we avoid injuring our own mind?,13,28,13,28,True,0.854579818
Are actions done by Prakriti (nature) or by the self or soul residing in the body?,13,29,13,29,True,0.9694143412
Is it possible to perceive Brahman or consciousness in all beings?,13,30,13,30,True,0.9688761472
Does the Self or soul undergo changes with time?,13,31,13,31,True,0.9022352698
Can you give me an analogy to understand the immutability of consciousness or Purusha?,13,32,13,32,True,0.8811669112
Can we think of consciousness like the sun which illuminates the whole world?,13,33,13,33,True,0.9279382
What is the use of learning to differentiate between Purusha (consciousness) and Prakriti (physical nature)?,13,34,13,34,True,0.9642527698000001
Does Krishna truly reveal all spiritual knowledge in the Gita?,14,1,14,1,True,0.9683441398
What happens to those who attain unity with God?,14,2,14,2,True,0.887408662
How are all living beings born in this universe?,14,3,14,3,True,0.8887385007999999
Who are the father and the mother of the universe?,14,4,14,4,True,0.8679944038
What are the gunas of prakriti?,14,5,14,5,True,0.836667025
What is sattva?,14,6,14,6,True,0.8415761401504256
What is rajas?,14,7,14,7,True,0.793454780002119
What is tamas?,14,8,14,8,True,0.808963455802119
What are the effects of sattva,14,9,14,6,False,0.616082219645724
rajas and tamas?,14,9,14,18,False,0.5353652719882946
Which among the three gunas is the most powerful?,14,10,14,10,True,0.8996306302
What is sign of sattva in a person?,14,11,14,11,True,0.854542768
What is the sign of rajas in a person?,14,12,14,12,True,0.886539376
What is the sign of tamas in a person?,14,13,14,13,True,0.8793759106
What happens to a human being in whom sattva is predominant?,14,14,14,14,True,0.9005129692
What happens to a human being in whom rajas is predominant? What happens to a human being in whom tamas is predominant?,14,15,14,15,True,0.935780692
What is the result of sattvic action? What is the result of rajasic action? What is the result of tamasic action?,14,16,14,16,True,0.913736725
What does sattva lead to? What does rajas lead to? What does tamas lead to?,14,17,14,17,True,0.9074971198
What happens to those who abide in sattva? What happens to those who abide in rajas? What happens to those who abide in tamas?,14,18,14,18,True,0.9260486362
Who performs all the actions in this universe?,14,19,14,19,True,0.8724505546
What happens when the Self goes beyond the three gunas of prakriti?,14,20,14,20,True,0.914250064
What did Arjuna wanted to know about the three gunas?,14,21,14,21,True,0.9144325258
How does a person who has transcended the three gunas behave?,14,22,14,22,True,0.9123578548
What is the attitude of a person who has transcended the three gunas?,14,23,14,23,True,0.9398640154
How does a person who has transcended the three gunas treat pleasure and pain?,14,24,14,24,True,0.9270069357999999
How does a person who has transcended the three gunas treat honor and dishonor?,14,25,14,25,True,0.9384564994
What happens to those who serve God with unwavering devotion?,14,26,14,26,True,0.8809317999999999
What is the relation between God and Brahman? Who is God? What is God?,14,27,14,27,True,0.9481374502
What does the Gita say about the inverted peepul tree? What does the Gita say about the inverted asvattha tree?,15,1,15,1,True,0.9298369168
What does the Krishna say about the asvattha tree?,15,2,15,2,True,0.915402484
What is the reference about the asvattha tree in the Gita? What is the reference about the peepal tree in the Gita?,15,3,15,3,True,0.9601375102
What is the purpose or goal of life?,15,4,15,4,True,0.846295
Is it possible to become completely free of desires? Is it possible to become completely free of dualities of life?,15,5,15,5,True,0.9535437466000001
What happens to those who reach the supreme abode of God?,15,6,15,6,True,0.907160413
Why do human beings feel so attracted by sensual objects?,15,7,15,7,True,0.928375399
Does the soul or Self carry the mind with itself after death of the body?,15,8,15,8,True,0.9333156706
How does the soul or self experiences the various sense objects?,15,9,15,9,True,0.9492806434
Why can't all human beings perceive the soul or self?,15,10,15,10,True,0.884398186
Why can't we perceive the self or soul?,15,11,15,10,False,0.8421746722696435
Where do the sun and moon draw their illumination from?,15,12,15,12,True,0.9058774948
What is source of nourishment?,15,13,15,13,True,0.8755957839999999
Does the soul or self also play a role in various bodily functions?,15,14,15,14,True,0.9048816802
What is the source of memory and knowledge in this universe?,15,15,15,15,True,0.8881924
What is the difference between kshara and akshara purusha? Are there two kinds of purushas? How many kinds of Purushas are there?,15,16,15,16,True,0.9393072964
Who supports the whole universe? Who is the supreme Purusha?,15,17,15,17,True,0.9315951586
Why is God called purushottama or the supreme person?,15,18,15,18,True,0.9103046776
What should be our attitude towards God?,15,19,15,19,True,0.8547002674
What is the benefit of learning Gita? Why should we learn the Gita?,15,20,15,20,True,0.9322579858
What are the qualities of people with a divine nature?,16,1,16,1,True,0.919778450190919
What are the qualities of spiritual people?,16,2,16,2,True,0.9173805238
What are the qualities of people with a spiritual nature?,16,3,16,3,True,0.926085901
What are the qualities of a person of demonic nature? What are the qualities of a person of evil nature?,16,4,16,4,True,0.958491421
What does divine or spiritual nature in a person lead to? What does demonic nature in a person lead to?,16,5,16,5,True,0.9322667836
Where in the Gita does Krishna describe people with demonic nature?,16,6,16,6,True,0.9500541567999999
What are the traits of people with demonic nature?,16,7,16,7,True,0.9329126956
What are the beliefs of people with demonic nature?,16,8,16,8,True,0.9051204321999999
Why are some people so cruel and destructive? Why are some people so evil?,16,9,16,9,True,0.9293088076
What is the result of insatiable desires?,16,10,16,10,True,0.8910222766
What motivates people with a demonic nature to act?,16,11,16,11,True,0.9217024924
Why are some people so unethical and immoral?,16,12,16,12,True,0.8940710902
What is the attitude of a person with demonic nature?,16,13,16,7,False,0.686245502615356
What is the attitude of a person with evil nature?,16,14,16,14,True,0.9335827828000001
What is the attitude of arrogant people?,16,15,16,15,True,0.8892421126000001
Eventually what happens to people with a demonic nature? Eventually what happens to people with a evil nature?,16,16,16,16,True,0.9274882672
What is the result of sacrifices and rituals performed by people of demonic nature? What is the result of sacrifices and rituals performed by people of evil nature?,16,17,16,17,True,0.9652517674
How do egoistic people view God? How do evil people view God? How do demonic people view God?,16,18,16,18,True,0.9488743426
Eventually what happens to people with a hateful nature? Eventually what happens to people with a cruel nature?,16,19,16,19,True,0.941934073
Is there any possibility of salvation for people with a demonic nature? Is there any possibility of salvation for people with an evil nature?,16,20,16,20,True,0.931239319
What are the gateways to hell? Is there a concept of hell and heaven in hinduism? Which people go to hell?,16,21,16,21,True,0.9499344946
What kind of people work for their inner development? What kind of people become spiritual? Can everyone become spiritual?,16,22,16,22,True,0.8877148984000001
What happens to those who do not follow the scriptures?,16,23,16,23,True,0.8913872361999999
Is it necessary to follow the scriptures? Are scriptures relevant for modern times?,16,24,16,24,True,0.9387516142
What did Arjuna want to know about people who do not follow the scriptures?,17,1,17,1,True,0.9154655692
What are the three types of faith that people have?,17,2,17,2,True,0.884698987
Does each person have faith in something? Why do different people have faith in different things? What leads to the differences in faith we see among human beings?,17,3,17,3,True,0.9443408014
What do the sattvic people worship? What do the rajasic people worship? What do the tamasic people worship?,17,4,17,4,True,0.9131378056
What kind of austerities are performed by people of demonic nature? What kind of austerities are performed by people of evil nature?,17,5,17,5,True,0.9567201256
Is it advisable to perform extreme austerities? Is it good to perform extreme austerities? Is it beneficial to perform extreme austerities?,17,6,17,6,True,0.916498
How many kinds of foods are there?,17,7,17,7,True,0.7757758738
Which foods are considered to be sattvic? Which foods are considered to be pure? Are sweets sattvic,17,8,17,8,True,0.9154511572
rajasic or tamasic?,17,8,18,27,False,0.5264728994008789
Which foods are considered to be rajasic? Which foods are considered to generate energy? Are sour foods sattvic,17,9,17,9,True,0.9097232104
rajasic or tamasic?,17,9,18,27,False,0.5264728994008789
Which foods are considered to be tamasic? Which foods are considered to generate lethargy? Are stale foods sattvic,17,10,17,10,True,0.9374155522
rajasic or tamasic?,17,10,18,27,False,0.5264728994008789
What kind of sacrifice is considered sattvic? What kind of sacrifice is considered pure?,17,11,17,11,True,0.9317142484
What kind of sacrifice is considered rajasic?,17,12,17,12,True,0.8924396632
What kind of sacrifice is considered tamasic?,17,13,17,13,True,0.919169092
What is considered to be austerity of the body? What is considered to be bodily austerity?,17,14,17,14,True,0.9474119662
What is considered to be austerity of speech? Is recitation of scriptures a good idea?,17,15,17,15,True,0.9414793846
What is considered to be austerity of the mind?,17,16,17,16,True,0.9325607536
What is considered to be sattvic austerity? What is considered to be austerity of sattva? What is considered to be pure austerity?,17,17,17,17,True,0.9219912766
What is considered to be rajasic austerity? What is considered to be austerity of rajas?,17,18,17,18,True,0.9329980972
What is considered to be tamasic austerity? What is considered to be austerity of tamas?,17,19,17,19,True,0.9104158996
What kind of gifts are considered to be sattvic? What kind of gifts are considered to be pure?,17,20,17,20,True,0.8865514275999999
What kind of gifts are considered to be rajasic?,17,21,17,21,True,0.9048948406
What kind of gifts are considered to be tamasic?,17,22,17,22,True,0.8829579754053587
what is the meaning and significance of om tat sat? What is the threefold designation of Brahman?,17,23,17,23,True,0.9280839322
What is the significance of Om? What is the meaning of Om? What is the significance of Aum? What is the meaning of AUM?,17,24,17,24,True,0.8653342246
How should we perform sacrifices? What is the best way of performing sacrifices? How should we perform rituals? What is the best way of performing rituals? What does the word tat mean?,17,25,17,25,True,0.972034645
What is the meaning of Sat?,17,26,17,26,True,0.8819426062
What is the significance of sat?,17,27,17,27,True,0.8584262848
what is asat or untruth?,17,28,17,28,True,0.8568700312
Was Arjuna curious about renunciation?,18,1,18,1,True,0.9091293334
What is sannyasa? What is renunciation?,18,2,18,2,True,0.905327821
Should all actions be abandoned as evil?,18,3,18,3,True,0.9273124936
How many types of tyaga are there?,18,4,18,4,True,0.8508766000000001
Should we abandon all sacrifices and austerities? What are the means of purification for the wise?,18,5,18,5,True,0.9590721724
Is there any need of performing the rituals and sacrifices?,18,6,18,6,True,0.8778024196
Is it good to renounce rituals and sacrifices?,18,7,18,7,True,0.897449851
What happens to those who abandon the rituals and sacrifices?,18,8,18,8,True,0.8829021213999999
What is a sattvic way of performing rituals and sacrifices?,18,9,18,9,True,0.8496356842
What are the characteristics of a sattvic person? What are the characteristics of a pure person?,18,10,18,10,True,0.9367896316
Is it possible to completely abandon actions? Is it possible to completely give up actions?,18,11,18,11,True,0.9158247712
What are the kinds of fruits of actions?,18,12,18,12,True,0.8733472702
What are the causes that lead to accomplishment of all actions?,18,13,18,13,True,0.8627241999999999
What are the causes that determine the fruits of our actions?,18,14,18,14,True,0.9185437438
Do all actions have similar causes at a fundamental level?,18,15,18,15,True,0.8944016812
Can everyone perceive the self?,18,16,18,16,True,0.8589362620000001
What kind of attitude should we have while performing action? Who is the doer of all actions?,18,17,18,17,True,0.8793815968
What incites a person to act? What incites a person to perform action?,18,18,18,18,True,0.8813956858
How many kinds of knowledge are there? How many kinds of actions are there?,18,19,18,19,True,0.8546021698
Which knowledge is considered to be sattvic?,18,20,18,20,True,0.9000226
What kind of knowledge is considered to be rajasic?,18,21,18,21,True,0.9211292146
What kind of knowledge is considered to be tamasic?,18,22,18,22,True,0.9228196858000001
Which action is considered to be sattvic?,18,23,18,23,True,0.8754932164
What kind of action is considered to be rajasic?,18,24,18,24,True,0.891237211
What kind of action is considered to be tamasic?,18,25,18,25,True,0.8776282906
What kind of person is considered sattvic?,18,26,18,26,True,0.8605798
What kind of person is considered rajasic?,18,27,18,27,True,0.9039439084
What kind of person is considered tamasic?,18,28,18,28,True,0.904323745
What are the different kinds of buddhi?,18,29,18,29,True,0.8906473396000001
What kind of buddhi is considered sattvic?,18,30,18,30,True,0.919384384
What kind of buddhi is considered rajasic?,18,31,18,31,True,0.91177789
What kind of buddhi is considered tamasic?,18,32,18,32,True,0.891522634
What kind of firmness is considered sattvic?,18,33,18,33,True,0.863504386
What kind of firmness is considered rajasic?,18,34,18,34,True,0.8833503363999999
What kind of firmness is considered tamasic?,18,35,18,35,True,0.8755879162
How many kinds of pleasures are there?,18,36,18,36,True,0.8450692
What kind of pleasure is considered sattvic?,18,37,18,37,True,0.8832327484
What kind of pleasure is considered rajasic?,18,38,18,38,True,0.9013468863999999
What kind of pleasure is considered tamasic?,18,39,18,39,True,0.8996531248
Is there anyone in this universe free from the three gunas?,18,40,18,40,True,0.9488471986
What is the varna system in Hinduism? What is the caste system in Hinduism? Is caste decided by birth or by personal preference? Is varna decided by birth or by personal preference?,18,41,18,41,True,0.986241448
Who is a Brahmin? What are the qualities of a Brahmin?,18,42,18,42,True,0.8769673942
Who is a Kshatriya? What are the qualities of a Kshatriya?,18,43,18,43,True,0.8637706
Who is a shudra? What are the qualities of a shudra?,18,44,18,44,True,0.8740599514
What happens to those who are devoted to their duty?,18,45,18,45,True,0.8362593292
How can we reach perfection? How can we acquire power?,18,46,18,46,True,0.9229338765999999
Is it alright to do things out of force? Should we do what we are truly good at or what others want us to do?,18,47,18,47,True,0.9137685999999999
Should we give up our work if we are unable to do it perfectly? Should we give up our work if we are unable to do it well?,18,48,18,48,True,0.8950095058
What happens to those who are unattached? What happens to those who are detached? What happens to those who are free from all desires?,18,49,18,49,True,0.9375929716
Where does Krishna talk about the process of attaining Brahman?,18,50,18,50,True,0.9316489816
How can we attain Brahman?,18,51,18,51,True,0.8671974959228199
Does solitude help in attaining Brahman?,18,52,18,52,True,0.9515837668
Is ego a hindrance in attaining Brahman?,18,53,18,53,True,0.9626504542
What happens to those who attain the state of Brahman?,18,54,18,54,True,0.9113179804
What is the primary ingredient for spiritual growth? Is Bhakti useful for spiritual growth? Is Bhakti necessary for spiritual growth?,18,55,18,55,True,0.9764029978
Is God's grace required for spiritual growth?,18,56,18,56,True,0.9570115924
What is the concept of surrender? Why should we surrender to God?,18,57,18,57,True,0.9055712938
Is God kind to his devotees? What happens if we do not pay heed to God?,18,58,18,58,True,0.9111942052
Was it possible for Arjuna to actually give up fighting in the war?,18,59,18,59,True,0.9653087379999999
Is there free will? Is destiny more powerful than free will? Are we free to decide what to do?,18,60,18,60,True,0.8650138618000001
Does God reside in all beings?,18,61,18,61,True,0.8752837894000001
Why should we worship God? Why should we pray to God? What happens by prayer or worship?,18,62,18,62,True,0.9031035544
Was Arjuna free to decide not to fight?,18,63,18,59,False,0.6114276678611393
Why did Krishna teach the knowledge of Yoga to Arjuna? Why did Krishna choose Arjuna to deliver his message?,18,64,18,64,True,0.9689540746
What did Krishna ask Arjuna to do finally? Did Krishna assure Arjuna of victory in the war?,18,65,18,65,True,0.9424222348
Did Krishna assure Arjuna of liberation or salvation? What is the core message of the Gita? What is the essence of the Gita? What is the most important verse in the Gita?,18,66,18,66,True,0.9874882816
Should the knowledge of Yoga be imparted to everybody?,18,67,18,67,True,0.9426707866
What happens to those who spread the message of the Gita?,18,68,18,68,True,0.907331896
Does God like those who serve others?,18,69,18,69,True,0.9321372508
What happens to those who indulge in dialogue and debate about the scriptures? Is it advisable to indulge in dialogue and debate abou the scriptures?,18,70,18,70,True,0.9688086988
What happens to those who listen to this knowledge with faith?,18,71,18,71,True,0.8874657748
What did Krishna finally ask Arjuna at the end of the Gita?,18,72,18,72,True,0.9333381652
Did Arjuna's delusion get destroyed?,18,73,18,73,True,0.9102628708
Did Sanjaya have any physical signs of emotion after completion of the Gita?,18,74,18,74,True,0.9533942938000001
By whose grace did Sanjaya get to hear the Gita?,18,75,18,75,True,0.8917686106
Was Sanjaya happy after hearing the full Gita?,18,76,18,76,True,0.9308947804
Why was Sanjaya happy after hearing the full Gita?,18,77,18,77,True,0.9168833134
What did Sanjaya predict about the war?,18,78,18,78,True,0.890411842
